ID,Job_Title,Salary_Estimate,FIELD4,Rating,Company_Name,Location,Headquarters,Size,Founded,Type_of_ownership,Industry,Sector,Revenue,Competitors,Hourly,Employer_provided,Lower_Salary,Upper_Salary,Avg_Salary_K,company_txt,Job_Location,Age,Python,spark,aws,excel,sql_,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,Degree,State
499,"Scientist, Pharmacometrics",$84K-$157K (Glassdoor est.),,3.8,Agios Pharmaceuticals,"Cambridge, MA","Cambridge, MA",501 - 1000,2008.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',84,157,120.5,Agios Pharmaceuticals,MA,13.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other scientist,na,M,MA
500,Staff Scientist- Upstream PD,$49K-$113K (Glassdoor est.),,2.7,Advanced BioScience Laboratories,"Rockville, MD","Rockville, MD",201 - 500,1961.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',49,113,81.0,Advanced BioScience Laboratories,MD,60.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other scientist,na,na,MD
501,Scientist Manufacturing Pharma - Kentucky BioProcessing,$68K-$139K (Glassdoor est.),,3.1,Reynolds American,"Owensboro, KY","Winston-Salem, NC",5001 - 10000,1875.0,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',68,139,103.5,Reynolds American,KY,146.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other scientist,na,na,KY
502,Sr. Data Engineer,$75K-$140K (Glassdoor est.),,3.4,Echo Global Logistics,"Chicago, IL","Chicago, IL",1001 - 5000,2005.0,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),"C.H. Robinson, Total Quality Logistics, Coyote Logistics",b'\x00',b'\x00',75,140,107.5,Echo Global Logistics,IL,16.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data engineer,sr,na,IL
505,Lead Big Data Engineer,$121K-$203K (Glassdoor est.),,4.0,Glassdoor,"San Francisco, CA","Mill Valley, CA",1001 - 5000,2007.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Indeed, LinkedIn",b'\x00',b'\x00',121,203,162.0,Glassdoor,CA,14.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data engineer,sr,na,CA
506,Product Engineer – Spatial Data Science and Statistical Analysis,$52K-$85K (Glassdoor est.),,3.5,Esri,"Redlands, CA","Redlands, CA",1001 - 5000,1969.0,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,b'\x00',b'\x00',52,85,68.5,Esri,CA,52.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,na,M,CA
507,Sr Software Engineer (Data Scientist),$81K-$140K (Glassdoor est.),,3.4,Assurant,"Westlake, OH","New York, NY",10000+,1978.0,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"Asurion, SquareTrade, National General Insurance",b'\x00',b'\x00',81,140,110.5,Assurant,OH,43.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,sr,na,OH
508,College Hire - Data Scientist - Open to December 2019 Graduates,$63K-$99K (Glassdoor est.),,3.7,Caterpillar,"Peoria, IL","Deerfield, IL",10000+,1925.0,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),"John Deere, Komatsu, CNH Industrial",b'\x00',b'\x00',63,99,81.0,Caterpillar,IL,96.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,na,na,IL
509,Senior Data Scientist,$110K-$150K(Employer est.),,4.3,Equity Residential,"Chicago, IL","Chicago, IL",1001 - 5000,1993.0,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD),"UDR, AvalonBay Communities, Essex Property Trust",b'\x00',b'\x00',110,150,130.0,Equity Residential,IL,28.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,sr,M,IL
510,Sr. Data Engineer (ETL Developer),$83K-$148K (Glassdoor est.),,3.7,F&G,"Des Moines, IA","Des Moines, IA",201 - 500,1992.0,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',83,148,115.5,F&G,IA,29.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data engineer,sr,na,IA
512,Senior Data Scientist Artificial Intelligence,$60K-$101K (Glassdoor est.),,3.8,PNNL,"Richland, WA","Richland, WA",1001 - 5000,1965.0,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",b'\x00',b'\x00',60,101,80.5,PNNL,WA,56.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,sr,M,WA
516,Analytics - Business Assurance Data Analyst,$31K-$55K (Glassdoor est.),,4.6,GreatAmerica Financial Services,"Cedar Rapids, IA","Cedar Rapids, IA",501 - 1000,1992.0,Company - Private,Lending,Finance,$100 to $500 million (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',31,55,43.0,GreatAmerica Financial Services,IA,29.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,analyst,na,na,IA
517,"Associate Director/Director, Safety Scientist",$102K-$178K (Glassdoor est.),,4.4,Acceleron Pharma,"Cambridge, MA","Cambridge, MA",201 - 500,2003.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Novartis, Baxter, Pfizer",b'\x00',b'\x00',102,178,140.0,Acceleron Pharma,MA,18.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,director,na,P,MA
518,"Senior Scientist, Cell Pharmacology/Assay Development",Employer Provided Salary:$110K-$130K,,3.7,Kronos Bio,"Cambridge, MA","San Mateo, CA",unknown,1992.0,Company - Private,Biotech & Pharmaceuticals,Information Technology,Unknown / Non-Applicable,"Novartis, Baxter, Pfizer",b'\x00',b'\x01',110,130,120.0,Kronos Bi,MA,29.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other scientist,sr,P,MA
519,Data Analyst Senior,$48K-$85K (Glassdoor est.),,3.0,AmeriHealth Caritas,"Philadelphia, PA","Philadelphia, PA",5001 - 10000,1983.0,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),"UnitedHealth Group, Molina Healthcare, Centene",b'\x00',b'\x00',48,85,66.5,AmeriHealth Caritas,PA,38.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,analyst,sr,M,PA
520,Lead Data Engineer (Python),$66K-$123K (Glassdoor est.),,4.7,Strategic Employment Partners,"San Francisco, CA","Los Angeles, CA",51 - 200,2006.0,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',66,123,94.5,Strategic Employment Partners,CA,15.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data engineer,sr,na,CA
521,Senior Data Scientist 4 Artificial Intelligence,$92K-$146K (Glassdoor est.),,3.8,PNNL,"Seattle, WA","Richland, WA",1001 - 5000,1965.0,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",b'\x00',b'\x00',92,146,119.0,PNNL,WA,56.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,sr,M,WA
522,Medical Lab Scientist - MLT,$21-$29 Per Hour(Glassdoor est.),,3.2,Catholic Health Initiatives,"Omaha, NE","Englewood, CO",10000+,1996.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Dignity Health, Trinity Health",b'\x01',b'\x00',43,60,51.5,Catholic Health Initiatives,NE,25.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other scientist,na,na,NE
523,"Senior Operations Data Analyst, Call Center Operations",$10-$17 Per Hour(Glassdoor est.),,2.7,FLEETCOR,"Nashville, TN","Peachtree Corners, GA",5001 - 10000,2000.0,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),"Novartis, Baxter, Pfizer",b'\x01',b'\x00',20,35,27.5,FLEETCOR,TN,21.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,analyst,sr,na,TN
524,"Director II, Data Science - GRS Predictive Analytics",$150K-$239K (Glassdoor est.),,3.3,Liberty Mutual Insurance,"Chicago, IL","Boston, MA",10000+,1912.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",b'\x00',b'\x00',150,239,194.5,Liberty Mutual Insurance,IL,109.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,na,P,IL
525,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,$52K-$91K (Glassdoor est.),,3.9,Southwest Research Institute,"San Antonio, TX","San Antonio, TX",1001 - 5000,1947.0,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",b'\x00',b'\x00',52,91,71.5,Southwest Research Institute,TX,74.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other scientist,sr,na,TX
526,Geospatial Software Developer and Data Scientist,$82K-$129K(Employer est.),,3.7,Applied Research Laboratories,"Austin, TX","Austin, TX",501 - 1000,1992.0,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,"Novartis, Baxter, Pfizer",b'\x00',b'\x00',82,129,105.5,Applied Research Laboratories,TX,29.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,na,na,TX
528,Senior Scientist - Toxicologist - Product Integrity (Stewardship),$47K-$101K (Glassdoor est.),,3.1,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 - 10000,1875.0,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',47,101,74.0,Reynolds American,NC,146.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other scientist,sr,M,NC
530,Systems Engineer II - Data Analyst,$49K-$76K (Glassdoor est.),,3.7,Raytheon,"Huntsville, AL","Waltham, MA",10000+,1922.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',49,76,62.5,Raytheon,AL,99.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,analyst,na,na,AL
532,Senior Research Analytical Scientist-Non-Targeted Analysis,$43K-$88K (Glassdoor est.),,4.3,RTI International,"Durham, NC","Research Triangle Park, NC",1001 - 5000,1958.0,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Westat, Abt Associates, Chemonics International",b'\x00',b'\x00',43,88,65.5,RTI International,NC,63.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other scientist,sr,P,NC
533,Director Data Science,$124K-$199K (Glassdoor est.),,3.6,TRANZACT,"Fort Lee, NJ","Fort Lee, NJ",1001 - 5000,1989.0,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Novartis, Baxter, Pfizer",b'\x00',b'\x00',124,199,161.5,TRANZACT,NJ,32.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,na,na,NJ
534,Sr Data Analyst - IT,$52K-$93K (Glassdoor est.),,2.1,United BioSource,"Blue Bell, PA","Blue Bell, PA",1001 - 5000,2003.0,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON",b'\x00',b'\x00',52,93,72.5,United BioSource,PA,18.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,analyst,sr,na,PA
535,Senior Data Engineer,$97K-$181K (Glassdoor est.),,3.9,Figure Eight,"San Francisco, CA","San Francisco, CA",51 - 200,2008.0,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',97,181,139.0,Figure Eight,CA,13.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data engineer,sr,na,CA
537,Senior Data Engineer,$100K-$173K (Glassdoor est.),,3.9,Tapjoy,"San Francisco, CA","San Francisco, CA",201 - 500,2007.0,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",b'\x00',b'\x00',100,173,136.5,Tapjoy,CA,14.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data engineer,sr,na,CA
538,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,$53K-$96K (Glassdoor est.),,3.8,Fareportal,"New York, NY","New York, NY",1001 - 5000,2002.0,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",b'\x00',b'\x00',53,96,74.5,Fareportal,NY,19.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,na,na,NY
539,Senior Scientist - Biostatistician,$65K-$96K (Glassdoor est.),,3.1,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 - 10000,1875.0,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',65,96,80.5,Reynolds American,NC,146.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other scientist,sr,M,NC
540,Data Scientist,$56K-$95K (Glassdoor est.),,3.5,Sartorius,"Albuquerque, NM","Gottingen, Germany",5001 - 10000,1870.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',56,95,75.5,Sartorius,NM,151.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,na,M,NM
541,Data Scientist,$111K-$176K (Glassdoor est.),,4.7,1904labs,"Saint Louis, MO","Saint Louis, MO",51 - 200,2016.0,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,"Slalom, Daugherty Business Solutions",b'\x00',b'\x00',111,176,143.5,1904labs,MO,5.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,na,na,MO
542,Data Scientist,$75K-$127K (Glassdoor est.),,5.0,Royce Geospatial,"Springfield, VA","Arlington, VA",51 - 200,2014.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',75,127,101.0,Royce Geospatial,VA,7.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,na,na,VA
543,Data Engineer,$65K-$119K (Glassdoor est.),,3.6,MassMutual,"Springfield, MA","Springfield, MA",5001 - 10000,1851.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',65,119,92.0,MassMutual,MA,170.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data engineer,na,na,MA
544,Computational Chemist/Data Scientist,$56K-$97K (Glassdoor est.),,3.8,PNNL,"Richland, WA","Richland, WA",1001 - 5000,1965.0,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",b'\x00',b'\x00',56,97,76.5,PNNL,WA,56.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,na,P,WA
545,Principal Data Scientist (Computational Chemistry),$108K-$173K (Glassdoor est.),,4.7,Recursion Pharmaceuticals,"Salt Lake City, UT","Salt Lake City, UT",51 - 200,2013.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',108,173,140.5,Recursion Pharmaceuticals,UT,8.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,sr,na,UT
546,Data Scientist,$94K-$139K (Glassdoor est.),,3.6,Citi,"Jersey City, NJ","New York, NY",10000+,1812.0,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',94,139,116.5,Citi,NJ,209.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,na,na,NJ
548,Principal Machine Learning Scientist,$176K-$289K (Glassdoor est.),,4.7,Sage Intacct,"San Francisco, CA","San Jose, CA",501 - 1000,1999.0,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Novartis, Baxter, Pfizer",b'\x00',b'\x00',176,289,232.5,Sage Intacct,CA,22.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,machine learning engineer,sr,P,CA
549,Data Scientist,$92K-$149K (Glassdoor est.),,3.5,Scale AI,"San Francisco, CA","San Francisco, CA",51 - 200,2016.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Novartis, Baxter, Pfizer",b'\x00',b'\x00',92,149,120.5,Scale AI,CA,5.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,na,P,CA
550,Product Engineer – Data Science,$63K-$101K (Glassdoor est.),,3.5,Esri,"Arlington, VA","Redlands, CA",1001 - 5000,1969.0,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,b'\x00',b'\x00',63,101,82.0,Esri,VA,52.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,na,M,VA
552,"Principal Scientist, Chemistry & Immunology",$54K-$115K (Glassdoor est.),,3.3,Rochester Regional Health,"Rochester, NY","Rochester, NY",10000+,2014.0,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',54,115,84.5,Rochester Regional Health,NY,7.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other scientist,sr,P,NY
554,Data Scientist,$118K-$188K (Glassdoor est.),,2.7,Change Healthcare,"Emeryville, CA","Nashville, TN",10000+,2007.0,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,"Novartis, Baxter, Pfizer",b'\x00',b'\x00',118,188,153.0,Change Healthcare,CA,14.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,na,P,CA
555,Data Scientist,$108K-$146K (Glassdoor est.),,3.4,MZ,"Palo Alto, CA","Palo Alto, CA",501 - 1000,2008.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Novartis, Baxter, Pfizer",b'\x00',b'\x00',108,146,127.0,MZ,CA,13.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,na,M,CA
556,Data Scientist,$65K-$106K (Glassdoor est.),,4.7,HG Insights,"Santa Barbara, CA","Santa Barbara, CA",51 - 200,2010.0,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Novartis, Baxter, Pfizer",b'\x00',b'\x00',65,106,85.5,HG Insights,CA,11.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,na,P,CA
557,Data Scientist,$55K-$98K (Glassdoor est.),,2.8,"1-800-FLOWERS.COM, Inc.","Carle Place, NY","Carle Place, NY",1001 - 5000,1976.0,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',55,98,76.5,"1-800-FLOWERS.COM, Inc.",NY,45.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,na,na,NY
558,Data Scientist,$94K-$162K (Glassdoor est.),,3.5,CBS Interactive,"New York, NY","San Francisco, CA",1001 - 5000,1992.0,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),"NBCUniversal, Comcast, Netflix",b'\x00',b'\x00',94,162,128.0,CBS Interactive,NY,29.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,na,na,NY
560,Data Engineer,$63K-$120K (Glassdoor est.),,3.2,"Numeric, LLC","King of Prussia, PA","Chadds Ford, PA",Jan-50,1992.0,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',63,120,91.5,"Numeric, LLC",PA,29.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data engineer,na,na,PA
561,"Scientist/Senior Scientist, Autoimmune",$90K-$179K (Glassdoor est.),,4.4,Rubius Therapeutics,"Cambridge, MA","Cambridge, MA",201 - 500,2013.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',90,179,134.5,Rubius Therapeutics,MA,8.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other scientist,sr,P,MA
562,Data Scientist,$127K-$202K (Glassdoor est.),,3.3,Samba TV,"San Francisco, CA","San Francisco, CA",201 - 500,2008.0,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Novartis, Baxter, Pfizer",b'\x00',b'\x00',127,202,164.5,Samba TV,CA,13.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,na,na,CA
563,Software Engineer - Data Visualization,$60K-$127K (Glassdoor est.),,4.0,ClearEdge,"Annapolis Junction, MD","Annapolis Junction, MD",51 - 200,2002.0,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',60,127,93.5,ClearEdge,MD,19.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,na,na,M,MD
565,Market Data Analyst,$31K-$57K (Glassdoor est.),,3.4,SV Microwave,"West Palm Beach, FL","West Palm Beach, FL",201 - 500,1991.0,Company - Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',31,57,44.0,SV Microwave,FL,30.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,analyst,na,M,FL
566,Staff Data Engineer,$105K-$194K (Glassdoor est.),,3.8,Sumo Logic,"Austin, TX","Redwood City, CA",501 - 1000,2010.0,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Splunk, Datadog, Elastic",b'\x00',b'\x00',105,194,149.5,Sumo Logic,TX,11.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data engineer,na,M,TX
567,Associate Data Engineer,$45K-$86K (Glassdoor est.),,3.5,EAB,"Washington, DC","Washington, DC",1001 - 5000,2007.0,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,"Novartis, Baxter, Pfizer",b'\x00',b'\x00',45,86,65.5,EAB,DC,14.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data engineer,na,M,DC
568,Data Engineer,$75K-$143K (Glassdoor est.),,4.4,SpringML,"Herndon, VA","Pleasanton, CA",Jan-50,2015.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Novartis, Baxter, Pfizer",b'\x00',b'\x00',75,143,109.0,SpringML,VA,6.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data engineer,na,na,VA
570,Staff Data Engineer,$126K-$228K (Glassdoor est.),,3.7,Samsung Research America,"Mountain View, CA","Mountain View, CA",1001 - 5000,1988.0,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),"Sony, LG Electronics, Nokia",b'\x00',b'\x00',126,228,177.0,Samsung Research America,CA,33.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data engineer,na,P,CA
